TICKER,ESTIMATOR,ANNDATS,FPEDATS,VALUE,ACTUAL,GVKEY,forecast_industry_component,forecast_company_component,true_industry,true_company,skill_industry,skill_company,quarter
TICKER_0000,ANALYST_0006,2019-11-04,2020-01-31,-0.06553517948361497,-0.15092237308056403,IND_00,-0.04000823132992915,0.0007098544095975601,-0.04890352982517617,-0.10201884325538785,0.7823919943792417,0.5139310427352342,0
TICKER_0000,ANALYST_0020,2019-11-08,2020-01-31,-0.15815919403957895,-0.15092237308056403,IND_00,-0.023486418719723054,-0.14002779980714516,-0.04890352982517617,-0.10201884325538785,0.5986467669494955,0.264474972766046,0
TICKER_0000,ANALYST_0006,2019-11-13,2020-01-31,0.022217152898951723,-0.15092237308056403,IND_00,-0.05170582873012925,0.03975205423374325,-0.04890352982517617,-0.10201884325538785,0.7823919943792417,0.5139310427352342,0
TICKER_0000,ANALYST_0009,2019-11-12,2020-01-31,-0.07921911882454954,-0.15092237308056403,IND_00,-0.044839646062458945,-0.05846083313978828,-0.04890352982517617,-0.10201884325538785,0.4688472795258912,0.6911105880189521,0
TICKER_0000,ANALYST_0009,2019-11-27,2020-01-31,-0.12989126964937175,-0.15092237308056403,IND_00,0.01060292133377581,-0.11858852194121766,-0.04890352982517617,-0.10201884325538785,0.4688472795258912,0.6911105880189521,0
TICKER_0000,ANALYST_0022,2019-11-24,2020-01-31,-0.12296813640871898,-0.15092237308056403,IND_00,-0.04279347743760995,-0.08855503915842994,-0.04890352982517617,-0.10201884325538785,0.95,0.95,0
TICKER_0000,ANALYST_0028,2019-11-26,2020-01-31,-0.05195736131543612,-0.15092237308056403,IND_00,-0.006103843675225949,-0.03931679177896748,-0.04890352982517617,-0.10201884325538785,0.7622563952030231,0.6343039577043298,0
TICKER_0000,ANALYST_0009,2019-12-03,2020-01-31,-0.1495752208185812,-0.15092237308056403,IND_00,-0.08612279487839462,-0.07112466535594524,-0.04890352982517617,-0.10201884325538785,0.4688472795258912,0.6911105880189521,0
TICKER_0000,ANALYST_0022,2019-12-02,2020-01-31,-0.1376071379959624,-0.15092237308056403,IND_00,-0.04609336955405057,-0.09301751019403554,-0.04890352982517617,-0.10201884325538785,0.95,0.95,0
TICKER_0000,ANALYST_0028,2019-12-06,2020-01-31,-0.041877451599716384,-0.15092237308056403,IND_00,-0.008104697904877257,-0.05381130467394302,-0.04890352982517617,-0.10201884325538785,0.7622563952030231,0.6343039577043298,0
